0.05 0.034 0.02 5.93039017042e-10 6.72317030592e-10 6.94753048318e-10 -1564.83469123 -1502.8877851  -3.52544755e-08  0.  0.36582009
0.05 0.038 0.02 5.93039017042e-10 6.61686711361e-10 6.94753048318e-10 -1947.09120519  123.8853103  -2.76270354e-08  0.  0.37405455
0.05 0.042 0.02 5.93039017042e-10 6.46381122707e-10 6.94753048318e-10 -1098.95688931  1402.49835863  -2.22859386e-08  0.  0.37782334
0.05 0.046 0.02 5.93039017042e-10 6.24277760249e-10 6.94753048318e-10  320.79457336  1611.35928577  -1.83010703e-08  0.  0.37597097
0.05 0.05 0.02 5.93039017042e-10 5.93039017042e-10 6.94753048318e-10  1342.96324308  714.61899345  -1.51375662e-08  0.  0.36714631
0.05 0.025 0.025 5.93039017042e-10 6.87610639696e-10 6.87610639696e-10  44.699921 -2289.93865181  -4.07293672e-08  0.  0.35521941
0.05 0.0291666666667 0.025 5.93039017042e-10 6.81398318397e-10 6.87610639696e-10  1870.9802851  423.06328405  -2.78708749e-08  0.  0.36975725
0.05 0.0333333333333 0.025 5.93039017042e-10 6.73762931914e-10 6.87610639696e-10 -675.71959928  1520.05213225  -2.03804142e-08  0.  0.38191966
0.05 0.0375 0.025 5.93039017042e-10 6.63231669145e-10 6.87610639696e-10 -1217.77554102 -840.22072187  -1.56329295e-08  0.  0.39051744
0.05 0.0416666666667 0.025 5.93039017042e-10 6.4788483659e-10 6.87610639696e-10  937.33798101 -956.78166517  -1.23967192e-08  0.  0.39436281
0.05 0.0458333333333 0.025 5.93039017042e-10 6.2536464007e-10 6.87610639696e-10  736.34815138  980.45735223  -1.00352160e-08  0.  0.3921405
0.05 0.05 0.025 5.93039017042e-10 5.93039017042e-10 6.87610639696e-10 -979.74337318  559.07870186  -8.19393012e-09  0.  0.38229262
0.05 0.03 0.03 5.93039017042e-10 6.80026394871e-10 6.80026394871e-10 -1361.46931203  636.91599632  -1.65494628e-08  0.  0.38907972
0.05 0.035 0.03 5.93039017042e-10 6.69995012601e-10 6.80026394871e-10  137.75612276 -1265.96905702  -1.14983141e-08  0.  0.40204473
0.05 0.04 0.03 5.93039017042e-10 6.54743316805e-10 6.80026394871e-10  895.28922253  662.75768509  -8.48546151e-09  0.  0.40927181
0.05 0.045 0.03 5.93039017042e-10 6.30567564435e-10 6.80026394871e-10 -903.53857905  414.27895791  -6.49907646e-09  0.  0.4085643
0.05 0.05 0.03 5.93039017042e-10 5.93039017042e-10 6.80026394871e-10  34.27810608 -894.44493567  -5.05941009e-09  0.  0.39725961
0.05 0.035 0.035 5.93039017042e-10 6.69995012601e-10 6.69995012601e-10  851.80975324  653.4109509  -7.92861390e-09  0.  0.41478348
0.05 0.04 0.035 5.93039017042e-10 6.54743316805e-10 6.69995012601e-10 -865.12524431  353.18114558  -5.80761247e-09  0.  0.42203338
0.05 0.045 0.035 5.93039017042e-10 6.30567564435e-10 6.69995012601e-10  96.09028081 -824.27115489  -4.41621855e-09  0.  0.42153883
0.05 0.05 0.035 5.93039017042e-10 5.93039017042e-10 6.69995012601e-10  620.49791065  410.3216944  -3.41459945e-09  0.  0.41050833
0.05 0.04 0.04 5.93039017042e-10 6.54743316805e-10 6.54743316805e-10  113.94900105 -801.2549248  -4.22250806e-09  0.  0.42975927
0.05 0.045 0.04 5.93039017042e-10 6.30567564435e-10 6.54743316805e-10  571.58613987  429.94932888  -3.18774024e-09  0.  0.4301489
0.05 0.05 0.04 5.93039017042e-10 5.93039017042e-10 6.54743316805e-10 -572.48071642  281.97948381  -2.44776270e-09  0.  0.42028042
0.05 0.045 0.045 5.93039017042e-10 6.30567564435e-10 6.30567564435e-10 -573.80583429  257.7904981  -2.38951921e-09  0.  0.4320956
0.05 0.05 0.045 5.93039017042e-10 5.93039017042e-10 6.30567564435e-10  25.67088834 -558.05060944  -1.82230209e-09  0.  0.42436551
